X,Y,NAME,ADDRESS,LINE,TRAININFO_URL,WEB_URL,GIS_ID,MAR_ID,GLOBALID,OBJECTID,CREATOR,CREATED,EDITOR,EDITED,SE_ANNO_CAD_DATA
-77.1646296769645,39.1199351503111,Shady Grove,"15903 SOMERVILLE DRIVE, DERWOOD, MD",red,https://www.wmata.com/js/nexttrain/nexttrain.html#A15|Shady%20Grove,https://www.wmata.com/rider-guide/stations/shady-grove.cfm,MetroStnFullPt_1,,{62CAD9F2-24D7-46A9-80FE-9AF4B569A2F2},321,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.1461276738984,39.0843294264428,Rockville,"251 HUNGERFORD DRIVE, ROCKVILLE, MD",red,https://www.wmata.com/js/nexttrain/nexttrain.html#A14|Rockville,https://www.wmata.com/rider-guide/stations/rockville.cfm,MetroStnFullPt_2,,{5BDBC0BD-62E5-4FC2-960C-28A93DD18DA1},322,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.1208202771458,39.0624754671516,Twinbrook,"1600 CHAPMAN AVENUE, ROCKVILLE, MD",red,https://www.wmata.com/js/nexttrain/nexttrain.html#A13|Twinbrook,https://www.wmata.com/rider-guide/stations/twinbrook.cfm,MetroStnFullPt_3,,{1DCBC76B-8574-436F-B05D-7F4F44590470},323,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.1128321810407,39.0481591702013,North Bethesda,"5500 MARINELLI ROAD, ROCKVILLE, MD",red,https://www.wmata.com/js/nexttrain/nexttrain.html#A12|White%20Flint,https://www.wmata.com/rider-guide/stations/north-bethesda.cfm,MetroStnFullPt_4,,{086EC50D-CCCC-4193-8DC3-FC105FD10825},324,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.1038520380558,39.0292767594452,Grosvenor-Strathmore,"10300 ROCKVILLE PIKE, BETHESDA, MD",red,https://www.wmata.com/js/nexttrain/nexttrain.html#A11|Grosvenor-Strathmore,https://www.wmata.com/rider-guide/stations/grosvenor.cfm,MetroStnFullPt_5,,{684D98CE-6671-4CBD-BC41-6630DC199F5A},325,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.0969546046393,39.0000642881526,Medical Center,"8810 ROCKVILLE PIKE, BETHESDA, MD",red,https://www.wmata.com/js/nexttrain/nexttrain.html#A10|Medical Center,https://www.wmata.com/rider-guide/stations/medical-center.cfm,MetroStnFullPt_6,,{57CB5E09-20C9-4E3F-9D0F-D666286AC121},326,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.0941315044796,38.9844014611561,Bethesda,"7450 WISCONSIN AVENUE, BETHESDA, MD",red,https://www.wmata.com/js/nexttrain/nexttrain.html#A09|Bethesda,https://www.wmata.com/rider-guide/stations/bethesda.cfm,MetroStnFullPt_7,,{8AE0D95A-991A-4E45-AA6F-1C06E3DFDBE5},327,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.0502800325331,38.900705794771,Foggy Bottom GWU,"890 23RD STREET NW, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#C04|Foggy Bottom-GWU,https://www.wmata.com/rider-guide/stations/foggy-bottom.cfm,MetroStnFullPt_8,316428,{D7416094-AA15-4B92-AFA0-8FBB69D08728},328,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.087133535354,38.8901833132666,Court House,"2100 WILSON BLVD, ARLINGTON, VA","orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#K01|Court House,https://www.wmata.com/rider-guide/stations/court-house.cfm,MetroStnFullPt_9,,{38B875A8-9324-4470-A923-B0671AECFAED},329,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.0953964050181,38.8867126201147,Clarendon,"3100 WILSON BLVD, ARLINGTON, VA","orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#K02|Clarendon,https://www.wmata.com/rider-guide/stations/clarendon.cfm,MetroStnFullPt_10,,{4B096E2D-1F6A-4ABA-BD96-50DA8ED8729B},330,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.1568853457423,38.8859609449643,East Falls Church,"2001 N. SYCAMORE ST., ARLINGTON, VA","orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#K05|East Falls Church,https://www.wmata.com/rider-guide/stations/e-falls-church.cfm,MetroStnFullPt_11,,{D9117B0A-203B-4014-8520-BA1DA745B0C2},331,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.1029796030295,38.8833739318872,Virginia Square-GMU,"3600 FAIRFAX DRIVE, ARLINGTON, VA","orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#K03|Virginia%20Square-GMU,https://www.wmata.com/rider-guide/stations/virginia-sq.cfm,MetroStnFullPt_12,,{9F191727-F128-4E73-A58E-09901A1D0DC8},332,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.1131711469735,38.8821906532756,Ballston-MU,"4230 FAIRFAX DRIVE, ARLINGTON, VA","orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#K04|Ballston-MU,https://www.wmata.com/rider-guide/stations/ballston.cfm,MetroStnFullPt_13,,{55EA87EF-0E31-4627-AB03-90669B05FDFF},333,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.0406977056811,38.9013206802049,Farragut West,"841 17TH STREET NW, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#C03|Farragut West,https://www.wmata.com/rider-guide/stations/farragut-west.cfm,MetroStnFullPt_14,316429,{D2A918F7-5163-406F-8FE0-45E7F1662962},334,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.0397031175789,38.9032097327115,Farragut North,"1720 L STREET NW, WASHINGTON, DC",red,https://www.wmata.com/js/nexttrain/nexttrain.html#A02|Farragut North,https://www.wmata.com/rider-guide/stations/farragut-north.cfm,MetroStnFullPt_15,310416,{870F0661-852E-468F-95C1-9F3CD5C2C006},335,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.0524203164271,38.9250929274801,Woodley Park-Zoo Adams Morgan,"2622 CONNECTICUT AVENUE NW, WASHINGTON, DC",red,https://www.wmata.com/js/nexttrain/nexttrain.html#A04|Woodley%20Park-Zoo/Adams%20Morgan,https://www.wmata.com/rider-guide/stations/woodley-park.cfm,MetroStnFullPt_16,316421,{0DADD484-818D-48D0-AF6B-AE4BB72DAC12},336,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.0219107677673,38.8848455113141,L'Enfant Plaza,"600 MARYLAND AVENUE SW, WASHINGTON, DC","grn, yllw, orange, blue, slvr","https://www.wmata.com/js/nexttrain/nexttrain.html#F03,D03|L'Enfant Plaza",https://www.wmata.com/rider-guide/stations/lenfant-plaza.cfm,MetroStnFullPt_17,316347,{02494063-F6D7-4CCA-AA04-29BBE2069EE8},337,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.0280685200691,38.888026485866,Smithsonian,"1201 JEFFERSON DRIVE SW, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#D02|Smithsonian,https://www.wmata.com/rider-guide/stations/smithsonian.cfm,MetroStnFullPt_18,310412,{5EC41844-D50F-4C17-B333-C44510AFB732},338,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.0219166722109,38.8936730087045,Archives-Navy Mem'l,"300 7TH STREET NW, WASHINGTON, DC","green, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#F02|Archives-Navy Memorial-Penn Quarter,https://www.wmata.com/rider-guide/stations/archives.cfm,MetroStnFullPt_19,316356,{A4B465A8-248A-4F7C-B218-FFD779A96CA7},339,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.0175074905943,38.8764696487723,Waterfront,"399 M STREET SW, WASHINGTON, DC",green,https://www.wmata.com/js/nexttrain/nexttrain.html#F04|Waterfront,https://www.wmata.com/rider-guide/stations/waterfront.cfm,MetroStnFullPt_20,294877,{15AB130B-157B-41EC-AD8E-1C1DAD07CD40},340,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.0440445830322,38.8534241622286,Ronald Reagan Washington National Airport,"2400 S. SMITH BLVD., ARLINGTON, VA","blue, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#C10|Ronald%20Reagan%20Washington%20National%20Airport,https://www.wmata.com/rider-guide/stations/national-airport.cfm,MetroStnFullPt_21,,{A2721734-35B1-4FBC-935B-42F6AC7A0B4B},341,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.1291138355294,38.7993154341623,Van Dorn Street,"5690 EISENHOWER AVENUE, ALEXANDRIA, VA","blue, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#J02|Van%20Dorn%20Street,https://www.wmata.com/rider-guide/stations/van-dorn-st.cfm,MetroStnFullPt_22,,{6071E6FE-F11B-4BBA-A502-FB364E1188B1},342,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.1679725023397,38.7665296467617,Franconia-Springfield,"6880 FRONTIER DRIVE, SPRINGFIELD, VA","blue, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#J03|Franconia-Springfield,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm,MetroStnFullPt_23,,{47DDAA3E-8B1B-4F15-8947-2CA4144CCD40},343,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.0158704987507,38.8850801388191,Federal Center SW,"401 3RD STREET SW, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#D04|Federal Center SW,https://www.wmata.com/rider-guide/stations/federal-ctr-sw.cfm,MetroStnFullPt_24,300374,{EE5A9487-E0D7-4646-AD94-F0ABD88A42C2},344,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.0166412393428,38.8960981035311,Judiciary Sq,"435 4TH STREET NW, WASHINGTON, DC",red,https://www.wmata.com/js/nexttrain/nexttrain.html#B02|Judiciary Square,https://www.wmata.com/rider-guide/stations/judiciary-sq.cfm,MetroStnFullPt_25,310427,{ECE56355-D64B-4518-BD0C-DE7F7B45A598},345,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.0051416983916,38.8850702849965,Capitol South,"355 1ST STREET SE, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#D05|Capitol South,https://www.wmata.com/rider-guide/stations/capitol-south.cfm,MetroStnFullPt_26,294860,{E042190C-8A26-4586-9906-95271B43911A},346,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.0280802835952,38.8983222591037,Metro Center,"607 13TH STREET NW, WASHINGTON, DC","red, blue, orange, silver","https://www.wmata.com/js/nexttrain/nexttrain.html#A01,C01|Metro Center",https://www.wmata.com/rider-guide/stations/metro-center.cfm,MetroStnFullPt_27,294812,{993D0E1D-C12D-4465-BC1A-1F43421B4C7D},347,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.0219176749195,38.8983245959171,Gallery Pl-Chinatown,"625 9TH STREET NW, WASHINGTON, DC","red, green, yellow","https://www.wmata.com/js/nexttrain/nexttrain.html#B01,F01|Gallery Pl-Chinatown",https://www.wmata.com/rider-guide/stations/gallery-place.cfm,MetroStnFullPt_28,310428,{8F31DCD4-C826-449D-8A49-98E13123700E},348,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.0219166653772,38.9064446027096,Mt Vernon Sq - 7th St Convention Center,"700 M STREET NW, WASHINGTON, DC","green, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#E01|Mt Vernon Sq 7th St-Convention Center,https://www.wmata.com/rider-guide/stations/mt-vernon-sq.cfm,MetroStnFullPt_29,294834,{918507A1-3A24-481B-B79F-5C157D6E05D0},349,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.0274981803226,38.9170101889241,U St/African-Amer Civil War Memorial/Cardozo,"1260 U STREET NW, WASHINGTON, DC","green, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#E03|U%20Street/African-Amer%20Civil%20War%20Memorial/Cardozo,https://www.wmata.com/rider-guide/stations/u-street.cfm,MetroStnFullPt_30,316436,{97CB320E-516B-4F91-9F56-0EBF46423A07},350,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.0074165721463,38.8977738257845,Union Station,"605 1ST STREET NE, WASHINGTON, DC",red,https://www.wmata.com/js/nexttrain/nexttrain.html#B03|Union%20Station,https://www.wmata.com/rider-guide/stations/union-station.cfm,MetroStnFullPt_31,316417,{2F455325-0A39-47C4-B0FA-CECF0F7BAE1B},351,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-76.988514203498,38.8456654796109,Congress Heights,"1300 ALABAMA AVENUE SE, WASHINGTON, DC",green,https://www.wmata.com/js/nexttrain/nexttrain.html#F07|Congress Heights,https://www.wmata.com/rider-guide/stations/congress-hghts.cfm,MetroStnFullPt_32,316358,{7F31F483-8D97-416F-91EB-6443D1BE1E7D},352,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-76.9562649706452,38.8513091626592,Naylor Road,"3101 BRANCH AVENUE, TEMPLE HILLS, MD",green,https://www.wmata.com/js/nexttrain/nexttrain.html#F09|Naylor Road,https://www.wmata.com/rider-guide/stations/naylor-rd.cfm,MetroStnFullPt_33,,{A1ADD1A9-F304-4656-A921-BFC4F6093EF9},353,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-76.9318724121039,38.8439723329118,Suitland,"4500 SILVER HILL ROAD, SUITLAND, MD",green,https://www.wmata.com/js/nexttrain/nexttrain.html#F10|Suitland,https://www.wmata.com/rider-guide/stations/suitland.cfm,MetroStnFullPt_34,,{3D74E2F9-AF28-4DDB-B6B9-6933A4ABA338},354,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-76.9114664634741,38.8264541240316,Branch Ave,"4704 OLD SOPER ROAD, SUITLAND, MD",green,https://www.wmata.com/js/nexttrain/nexttrain.html#F11|Branch Ave,https://www.wmata.com/rider-guide/stations/branch-ave.cfm,MetroStnFullPt_35,,{96FDFFC0-B05A-4E28-8E54-8411337638E7},355,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.0536698633194,38.8141514352384,Braddock Road,"700 N. WEST ST., ALEXANDRIA, VA","blue, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#C12|Braddock Road,https://www.wmata.com/rider-guide/stations/braddock-rd.cfm,MetroStnFullPt_36,,{04013404-D928-46B6-A0AC-8EA76007F007},356,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.0608134995665,38.8065938834049,King St - Old Town,"1900 KING STREET, ALEXANDRIA, VA","blue, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#C13|King St-Old Town,https://www.wmata.com/rider-guide/stations/king-street.cfm,MetroStnFullPt_37,,{F54D31A8-00A6-4CFA-80ED-C10D7A2A7CF8},357,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.0708766830918,38.8004332142391,Eisenhower Ave,"2400 EISENHOWER AVENUE, ALEXANDRIA, VA",yellow,https://www.wmata.com/js/nexttrain/nexttrain.html#C14|Eisenhower Avenue,https://www.wmata.com/rider-guide/stations/eisenhower-ave.cfm,MetroStnFullPt_38,,{A123B47D-630D-4101-B60C-CDEC3640B94D},358,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-77.0752080838784,38.7939236159681,Huntington,"2701 HUNTINGTON AVENUE, ALEXANDRIA, VA",yellow,https://www.wmata.com/js/nexttrain/nexttrain.html#C15|Huntington,https://www.wmata.com/rider-guide/stations/huntington.cfm,MetroStnFullPt_39,,{76BA0871-AA19-4E61-9BE0-8C32540D389F},359,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-76.9953730128321,38.8629708967766,Anacostia,"1101 HOWARD ROAD SE, WASHINGTON, DC",green,https://www.wmata.com/js/nexttrain/nexttrain.html#F06|Anacostia,https://www.wmata.com/rider-guide/stations/anacostia.cfm,MetroStnFullPt_40,294866,{23A0086C-98C6-45FF-9529-A25578BECFAC},360,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-76.9960034023081,38.8846300451652,Eastern Market,"725 PENNSYLVANIA AVENUE SE, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#D06|Eastern Market,https://www.wmata.com/rider-guide/stations/eastern-market.cfm,MetroStnFullPt_41,316432,{461F977A-EE09-424F-A171-E32063F5817B},361,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-76.9854975917707,38.8812710576686,Potomac Ave,"1400 POTOMAC AVENUE SE, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#D07|Potomac Ave,https://www.wmata.com/rider-guide/stations/potomac-ave.cfm,MetroStnFullPt_42,316349,{CEF98751-F9E7-4762-8500-15418A6488FF},362,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-76.9770911712712,38.8867168752895,Stadium Armory,"290 19TH STREET SE, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#D08|Stadium-Armory,https://www.wmata.com/rider-guide/stations/stadium-armory.cfm,MetroStnFullPt_43,316351,{4E47C1E6-02C5-48A5-BE53-A9229CC49444},363,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
-76.9959391944564,38.9210674808595,Rhode Island Ave,"801 RHODE ISLAND AVENUE NE, WASHINGTON, DC",red,https://www.wmata.com/js/nexttrain/nexttrain.html#B04|Rhode%20Island%20Ave-Brentwood,https://www.wmata.com/rider-guide/stations/rhode-island-ave.cfm,MetroStnFullPt_44,316413,{B0E99A94-2671-4A83-9408-AA14150A9512},364,JLAY,2022/09/19 16:18:27+00,JLAY,2022/09/19 16:18:27+00,
